# target: wasp-103
# filter: IRAC 4.5um
# tmid: 2457163.011465 +- 0.000309
# emid: 2457162.551163 +- 0.000697
# transit_depth: 0.013129+-0.000073
# eclipse_depth: 0.004737 +- 0.000193
# nightside_amp: 0.000995 +- 0.000212
# hotspot_amp: 0.004737 +- 0.000193
# hotspot_lon[deg]: 7.214076 +- 2.719798
# hotspot_lat[deg]: -1.143695 +- 2.212845
time,flux,err,xcent,ycent,npp,phase,raw_flux,phasecurve
2457162.410762,1.000741,0.003852,23.024291,231.161165,3.827379,0.348286,219.730208,1.004103
2457162.410915,1.008819,0.003837,23.032533,231.164905,3.973177,0.348451,221.334765,1.004105
2457162.411068,1.000074,0.003857,23.017535,231.177371,4.134569,0.348616,219.161128,1.004107
2457162.411220,1.003948,0.003847,23.065336,231.183526,3.929572,0.348781,220.352294,1.004109
2457162.411369,1.005684,0.003844,23.041582,231.186336,3.986570,0.348941,220.667600,1.004110
2457162.411521,0.999542,0.003855,23.033098,231.164830,3.915222,0.349106,219.432402,1.004112
2457162.411674,1.005957,0.003842,23.035284,231.153230,3.891672,0.349271,220.746129,1.004114
2457162.411827,1.003658,0.003848,23.038728,231.147990,3.889198,0.349436,220.281466,1.004115
2457162.411980,1.000304,0.003854,23.027455,231.157156,3.914559,0.349601,219.576537,1.004117
2457162.412128,1.010819,0.003835,23.043294,231.185502,3.963367,0.349761,221.753541,1.004119
2457162.412281,1.001833,0.003851,23.030119,231.177469,4.007990,0.349926,219.841130,1.004120
2457162.412434,1.006676,0.003842,23.039890,231.192586,4.020555,0.350092,220.771430,1.004122
2457162.412582,0.996818,0.003861,23.042757,231.164994,3.994911,0.350252,218.789472,1.004124
2457162.412739,1.008039,0.003838,23.032321,231.183796,3.960261,0.350422,221.151562,1.004125
2457162.412887,1.002282,0.003851,23.031314,231.184237,4.018512,0.350582,219.862067,1.004127
2457162.413040,1.003151,0.003848,23.045808,231.168379,3.838286,0.350747,220.220332,1.004129
2457162.413193,1.004207,0.003848,23.012361,231.184188,4.102672,0.350912,220.070340,1.004130
2457162.413345,1.008898,0.003838,23.035786,231.170504,3.923028,0.351077,221.336257,1.004132
2457162.413494,1.001417,0.003853,23.043624,231.190079,4.007824,0.351237,219.645024,1.004134
